Julian Date	Gregorian Day	Magnitude	Indmag and Band
2449474.72	May 2, 1994 5h16m	13.8	I
2449474.76	May 2, 1994 6h14m	13.75	I
2449475.75	May 3, 1994 6h0m	13.81	I
2449478.7	May 6, 1994 4h48m	14.13	I
2449478.74	May 6, 1994 5h45m	13.96	I
2449478.83	May 6, 1994 7h55m	14.05	I
2449480.68	May 8, 1994 4h19m	14.19	I
2449480.74	May 8, 1994 5h45m	13.89	I
2449482.73	May 10, 1994 5h31m	14.1	I
2449486.7	May 14, 1994 4h48m	14.37	I
2449486.7	May 14, 1994 4h48m	14.52	I
2449487.38	May 14, 1994 21h7m	14.21	I
2449495.77	May 23, 1994 6h28m	14.94	I
2449499.48	May 26, 1994 23h31m	14.79	I
2449502.73	May 30, 1994 5h31m	15.28	I
2449504.77	Jun 1, 1994 6h28m	15.41	I
2449507.72	Jun 4, 1994 5h16m	15.48	I
2449510.54	Jun 7, 1994 0h57m	15.4	I
2449510.7	Jun 7, 1994 4h48m	15.28	I
2449512.46	Jun 8, 1994 23h2m	15.44	I
2449516.51	Jun 13, 1994 0h14m	15.58	I
2449529.47	Jun 25, 1994 23h16m	16.12	I
2449546.51	Jul 13, 1994 0h14m	16.59	I
2449412.77	Mar 1, 1994 6h28m	18.5	Limit:R
2449865.67	May 28, 1995 4h4m	20.5	Limit:V
2449831.67	Apr 24, 1995 4h4m	20.5	Limit:V
